title,abstract
a vt-code-based information reconciliation scheme for secret key generation using rss,"Received signal strength (RSS) has been widely used as the channel parameter in physical-layer key generation (PKG). However, the RSS sequences obtained by legitimate users may be misaligned due to sampling deviation and packet loss, resulting in key generation failure. Conventional information reconciliation schemes are not applicable to this misalignment problem. This letter models the misalignment problem as an insertion/deletion problem for the first time and proposes an information reconciliation scheme based on the Varshamov-Tenengolts (VT) code. There are two application modes in our scheme, which are discussed from three aspects. Furthermore, we analytically quantify the information leakage of the scheme. Experimental results show the effectiveness and security of the scheme. When the SNR is 15 dB, the proposed scheme significantly reduces the key disagreement ratio from initially 0.09 to 0.01."
delay pre-compensation scheme for single carrier irs-aided wideband multi-user miso systems,"To overcome the frequency-selective fading of high-frequency communications, this letter proposes a delay pre-compensation scheme for the intelligent reflecting surfaces (IRS)-aided wideband multi-user multiple-input single-output (MISO) systems, which can attain inter-symbol interference (ISI)-suppressed communication without relying on the typical channel equalization and multi-carrier modulation. Based on the obtained ISI-suppressed channel, a low-complexity delay-based precoding algorithm is developed to minimize the transmit power of the base station (BS) by exploiting the successive convex approximation (SCA) framework, where the transmit and reflect precoding vectors are updated simultaneously at each iteration. The numerical simulations verify the effectiveness of our proposed scheme."
joint beamforming and reflection design for ris assisted bistatic backscatter networks with practical phase shift and amplitude response,"The utilization of Reconfigurable Intelligent Surface (RIS) in a backscatter communication (BackCom) system can increase the flexibility of equipment deployment while extending the communication distance. We concentrate on reducing the transmitting power through the optimization of active and passive beamforming and power allocation, while ensuring that BackCom performance remains uncompromised. Unlike previous studies on RIS neglecting the relationship between amplitude and phase shift of the signal reflected by RIS, our work takes into account the practical phase shift and amplitude response. In order to get solutions for the optimisation problem, we propose an iterative algorithm based on the alternating optimization (AO) and minimization-maximization approaches. We also suggest a nonlinear function fitting technique and a trust region inspection algorithm to reduce the computational complexity."
a multi-ris-assisted static environment sensing method,"Existing channel state information (CSI)-based environmental sensing methods face challenges related to high hardware costs and limited sensing capabilities for stationary environments. By utilizing the ability of reconfigurable intelligent surfaces (RIS) to modulate wireless signals rapidly, this letter proposes a multi-RIS-assisted static environmental sensing method to address these issues in limited hardware resource scenarios. Precisely, we model the environment as a point cloud, which is sensed by detecting the direction of the reflected signal at each point. Then, an atomic norm minimization (ANM)-based environment sensing algorithm is proposed to sense the distribution of points. Simulation results show that this method can achieve environmental sensing with an error margin of no more than 0.05 meters in a single-user, single-antenna scenario."
boosting open-set rf signal recognition under low snr condition in feature space,"Open-set recognition of radio frequency signals (OSR-RF) encounters challenges from low signal-to-noise ratio (SNR) in practical scenarios. In the feature space, we ascertain that in-distribution (ID) features demonstrate a greater distance to the feature space singularity (FSSd) while out-of-distribution (OOD) features cluster around the FSS. However, we find that as the SNR decreases, ID features gradually become less compact and approach the FSS, posing a challenge in discriminating between ID and OOD features. Leveraging this insight, we propose a novel learning framework, termed FSS Learning (FSSL), which encourages the formation of compact and closed classification boundaries for ID features and simultaneously pushes ID features away from FSS, thereby reducing the overlap between known and unknown spaces. Then we propose an effective OSR scoring function, named FSSd-scaled nearest ID Center distance (FSS-IDC), which further enhances the discriminability between ID and OOD features. Experimental comparisons indicate that the proposed method achieves superior OSR-RF performance under low SNR conditions."
flca: a flexible coding approach through 5g nr ldpc codes,"This letter proposes a flexible coding approach (FLCA) for quasi-cyclic low-density parity-check (QC-LDPC) codes based on the base graphs and lifting factors in 5G new radio (NR). The FLCA can achieve almost all code rates and blocklengths supported by 5G physical layer using a novel shortening method which is different from those used in 5G NR. In the proposed FLCA, the shortening patterns are optimized according to the code rates and modulation schemes, including quadrature phase shift keying, 16-ary and 64-ary quadrature amplitude modulations. Our proposed method is fully applicable to the existing LDPC codes of 5G and makes the encoding more flexible. Both the numerical thresholds of PEXIT analysis and the simulation results demonstrate that the proposed coding approach can bring noticeable performance gain over the current LDPC codes used in 5G NR."
zero-delay hybrid digital-analog coding under energy constraints,"This letter proposes a coding scheme for transmitting a Gaussian source with energy constraints in zero source delay scenario. While previous studies focused on the achievable minimum distortion with an infinite number of channel symbols, we also consider the robustness to finite symbols. The constructed scheme is based on the hybrid digital-analog (HDA) coding method, which encodes the quantized value of the source and the quantization error using a large number of channel symbols in total. Theoretical analysis reveals that our scheme achieves the optimal exponent and the same polynomial decay as in the existing work. Experimental results validate the performance gains of our scheme over the cutting-edge ones."
error performance analysis of uav-mounted ris for noma systems with practical constraints,"Uncrewed aerial vehicles (UAVs) have attracted recent attention for sixth-generation (6G) networks due to their low cost and flexible deployment. In order to maximize the ever-increasing data rates, spectral efficiency, and wider coverage, technologies such as reconfigurable intelligent surface (RIS) and non-orthogonal multiple access (NOMA) are adapted with UAVs (UAV-RIS NOMA). However, the error performance of UAV-RIS NOMA has not been considered, yet. In this letter, we investigate the error probability of UAV-RIS NOMA systems. We also consider the practical constraints of hardware impairments (HWI) at the transceivers, inter-cell interference (ICI), and imperfect successive interference cancellation (SIC). The analytical derivations are validated by Monte-Carlo simulations. Our results demonstrate that our proposed system achieves higher performance gain (more than 5 dB with increasing the number of RIS elements) with less error probability compared to UAVs without RIS. Moreover, it is found that the HWI, ICI, and imperfect SIC have shown a negative impact on the system performance."
convergence analysis and optimization of swipt-based over-the-air federated learning,"Federated learning (FL) are challenging for low-end Internet of Things (IoT) devices with limited energy storage. In this letter, to solve this difficulty, Base Station (BS) uses simultaneous wireless information and power transfer (SWIPT) to spread the global model and charge every device during each FL round. The convergence gap of SWIPT-based FL is derived to capture the effect of wireless communications on the learning performance. To speed FL convergence, a non-convex problem is formulated by jointly optimizing the transceiver beamforming and power-splitting ratio. Then, an alternating optimization algorithm is designed to obtain a sub-optimal solution. Simulation results show that our proposed scheme outperforms benchmarks in terms of prediction accuracy and convergence."
analog beamforming enabled multicasting: finite-alphabet inputs and statistical csi,"The average multicast rate (AMR) is analyzed in a multicast channel utilizing analog beamforming with finite-alphabet inputs, considering statistical channel state information (CSI). New expressions for the AMR are derived for non-cooperative and cooperative multicasting scenarios. Asymptotic analyses are conducted in the high signal-to-noise ratio regime to derive the array gain and diversity order. It is proved that the analog beamformer influences the AMR through its array gain, leading to the proposal of efficient beamforming algorithms aimed at maximizing the array gain to enhance the AMR."
blind recognition of 5g ldpc codes over a candidate set,"Blind recognition of channel codes is an important technology in Adaptive Modulation and Coding (AMC) systems. Shortening and puncturing have been adopted to achieve flexible code rates and code lengths for different application scenarios in 5G Low Density Parity Check (LDPC) codes, which leads to a challenge for their blind recognition. In this letter, a novel Extended Exponent Matrix (EEM) reconstruction method is proposed to find complete parity checks for punctured codes, which offers the feasibility of Log-Likelihood Ratio (LLR) based blind recognition of punctured linear block codes over a candidate set. Simultaneously, a lifting size parallel operation via the quasi-cyclic property of 5G LDPC codes and limited weights of parity checks are employed in our proposed algorithm to efficiently reduce the reconstruction complexity. At last, simulation results are presented to show the effectiveness of our reconstruction algorithm."
list-based residual belief-propagation decoding of ldpc codes,"This letter presents an enhanced list-based residual belief propagation (L-RBP) method for decoding low-density parity-check (LDPC) codes. L-RBP reduces computational complexity by scheduling a concise list of residuals. Moreover, the list is partially renewed to deter a small cluster of residuals from monopolizing renewal opportunities. Simultaneously, we also incorporate a decay mechanism to constrain the residuals retained within the list, further mitigating the greediness of the algorithm. The numerical results indicate that the L-RBP has an attractive convergence speed, error rate performance, and complexity of long-length and low-rate codes in the additive white Gaussian noise (AWGN) channel."
reliability-aware clock offset tracking with timestamp validation in ieee 1588 networks,"Precision clock synchronization is a prerequisite for distributed networks. IEEE 1588 Precision Time Protocol (PTP) specifies a synchronization mechanism for estimating and adjusting clock parameters. However, accurate clock offset estimation for PTP is based on the assumption of symmetric path delays and accurate timestamping, which may not hold in reality. To resolve this issue, a reliable clock offset tracking scheme based on residual-aware augmented Kalman filter (RA2KF) is proposed, which is robust against unexpected path delay asymmetries and can smooth the effects of inaccurate time measurements. Numerical results demonstrate the validity of this tracking scheme."
an intelligent energy-efficient handover scheme based on comp for heterogeneous network,"With the exponential growth of user equipment (UE) access in future networks, service operators are deploying many low-cost and low-power heterogeneous base stations. However, when considering cooperative multi-point (CoMP) based soft handover schemes, there will be a trade-off between user quality of service (QoS), system power consumption, and handover frequency. Therefore, in this letter, we proposed a CoMP-based energy-efficient intelligent handover algorithm, named CEH-PPO in heterogeneous cellular networks. The proposed scheme is based on the Proximal Policy Optimization (PPO) algorithm in deep reinforcement learning. The optimization objective is to maximize the average user rates and minimize energy consumption and handover frequency in the CoMP-based heterogeneous network. Thus, we can dynamically select the transmission base station set for UEs to accomplish the handover procedure. Simulation results demonstrate that the proposed CEH-PPO algorithm simultaneously improves the average QoS of UEs in the system and reduces the overall handover frequency while reducing the overall power consumption."
a fast neural network solution for optimal scsi aided two-user miso broadcast beamforming,"This letter re-investigates the difficult statistical sum-rate maximization for two-user multiple-input single-output (MISO) broadcast beamforming (BF). The identified linear structure of the Pareto-optimal (PO) BF vectors interprets the optimal statistical channel state information (SCSI) aided two-user MISO broadcast BF vectors as the linear combinations of the statistical maximum-ratio transmission (MRT) and the statistical zero-forcing (ZF) BF. Inspired by this knowledge, a SCSI enabled BF neural network “MRT-ZF-BNN” is constructed for fast determining optimal two-user MISO statistical BF. The simulation results confirm the improved sum-rate and computational efficiency of the devised MRT-ZF-BNN over the existing baselines."
hardware impairments effects on over the air system assisted by unmanned aerial vehicle,"Unmanned aerial vehicles (UAVs) can efficiently serve as fusion centers (FCs) to assist in over-the-air computation (OAC) for rapid data aggregation from massive sensors. However, hardware impairments (HWIs) and imperfect channel state information (CSI) pose challenges to OAC. While previous studies assume ideal hardware and perfect CSI, this letter investigates the joint impact of HWIs and imperfect CSI on the mean square error (MSE) of OAC. This work presents a mathematical framework for average MSE, revealing the negative impact of HWIs and channel estimation error. The results demonstrate the necessity for designs that can improve system performance."
vt-mcnet: high-accuracy automatic modulation classification model based on vision transformer,"Cognitive radio networks’ evolution hinges significantly on the use of automatic modulation classification (AMC). However, existing research reveals limitations in attaining high AMC accuracy due to ineffective feature extraction from signals. To counter this, we propose a vision-centric approach employing diverse kernel sizes to augment signal extraction. In addition, we refine the transformer architecture by incorporating a dual-branch multi-layer perceptron network, enabling diverse pattern learning and enhancing the model’s running speed. Specifically, our architecture allows the system to focus on relevant portions of the input sequence, thus, it improves classification accuracy for both high and low signal-to-noise regimes. By utilizing the widely recognized DeepSig dataset, our pioneering deep model, termed as VT-MCNet, outshines prior leading-edge deep networks in terms of classification accuracy and computational costs. Notably, VT-MCNet reaches an exceptional cumulative classification rate of up to 99.24%, while the state-of-the-art method, even with higher computational complexity, can only achieve 99.06%."
joint blocklength and trajectory optimizations for urllc-enabled uav relay system,"In this letter, we investigate the joint design of blocklength resource allocation and unmanned aerial vehicle (UAV) trajectory for the ultra-reliable and low-latency communication (URLLC)-enabled UAV relay wireless communication system utilizing the decode-and-forward (DF) protocol, where a UAV acts as a relay to assist the communication from a ground base station to multiple ground users. Unlike the existing works that mainly focus on the UAV position and decoding errors, this letter aims to maximize the end-to-end information rate by optimizing the blocklengths and UAV trajectory, subject to the requirements of UAV flight limitations and finite blocklengths. Although the formulated problem is an intractable non-convex problem with mixed integer programming, by analyzing the structure of the problem, we develop an effective solution algorithm combining successive convex approximation (SCA), relaxation, and integerization techniques. Simulation results verify the effectiveness of the proposed algorithm."
multipath parameters estimation of near-field spatial-wideband systems,"This letter proposes a low-complexity, one-snapshot angle, range and channel gain estimation algorithm for a sparse multipath near-field spatial-wideband system. With upcoming mm-wave & sub-THz systems expected to operate massive antenna arrays, the transmitted wideband signal is not only sensitive to the propagation delay across the array aperture but the resulting wavefront is no longer planar. A modified wideband discrete linear chirp transform (DLCT) is used to estimate the multipath parameters of such a system. Furthermore, an iterative neighbourhood search is proposed to acquire super-resolution estimates of the scatterer locations, path gain and the multipath’s arrival angle. We also show that they are asymptotically optimal approaching their respective Cramér-Rao bounds."
a fuzzy learning anti-jamming approach with incomplete information,"This letter investigates the power control anti-jamming problem with dynamic incomplete channel state information (CSI). To cope with the challenge of existing methods in obtaining steady-state solutions with dynamic incomplete CSI, the incomplete information is mapped to a fuzzy space, and then the payoffs of the user and the malicious jammer are expressed by fuzzy numbers. Further, to formulate the continuous adjustment process of the strategies of adversarial parties, an anti-jamming fuzzy Stackelberg game model is proposed and it is proven that fuzzy Stackelberg equilibrium (FSE) exists regardless of whether the user or the jammer is the leader. Finally, a fuzzy learning algorithm based on Q-learning is introduced to obtain the proposed FSE, which evaluates the fuzzy payoffs by selecting a suitable viewpoint and utilizing a satisfaction function. The simulation results demonstrate that the proposed approach effectively addresses the impact of CSI dynamic uncertainty, gets rid of the reliance of existing methods on deterministic information, and still guides game participants to optimize strategies in dynamic uncertainty environments. Compared with traditional learning algorithms, the results of the proposed method are satisfactory."
reconfigurable intelligent surfaces-assisted overlay energy harvesting-crn under resilient primary user outages,"This letter investigates a reconfigurable intelligent surface (RIS)-assisted overlay cognitive radio network (CRN) that incorporates rate splitting multiple access (RSMA) and energy harvesting (EH) schemes to provide resilience during transmission power outages. In particular, we focus on maximizing the CRN’s throughput using the joint allocation of cooperation slot, power-splitting factor, and beamforming design at the cognitive base station (CBS) and RIS subject to the CBS’s power budget, primary user (PU) cooperation rate, and quality of service for the secondary users (SUs). To tackle the non-convexity of the formulated time-variant resource allocation problem, we adopt an algorithm based on modified proximal policy optimization (MPPO) that dynamically adjusts the penalty coefficient to ensure better control of the optimization process. Simulation results demonstrate that the MPPO algorithm outperforms conventional deep learning algorithms regarding CRN’s sum-throughput maximization. Moreover, the proposed RIS-aided RSMA framework offers a relatively high data rate compared to traditional schemes."
a dual-function ofdm waveform design for future multicarrier communication,"This letter proposes a novel orthogonal frequency division multiplexing (OFDM) waveform termed MDS-OFDM-IM, in which the subcarriers are divided into two distinct groups with specific functions: peak-to-average power ratio (PAPR) reduction and error detection. The PAPR reduction subcarriers employ a selective mapping (SLM) scheme without side information, while the error detection subcarriers are modulated by a simple maximum distance separable (MDS) coded modulation scheme. In our design, the index modulation (IM) concept is exploited to the locations of PAPR reduction subcarriers for carrying extra information. Moreover, a novel power allocation strategy between the aforementioned two groups is proposed to balance system error and PAPR performances, which is formulated as an optimization problem and solved by a search-based method. Numerical results demonstrate the superiority of MDS-OFDM-IM over conventional OFDM and OFDM-IM in both error and PAPR performances."
low complexity mmse-sic receiver for otfs in high-speed mobile scenarios,"Orthogonal Time Frequency Space (OTFS) has attracted the attention of researchers due to its excellent BER performance in high-speed mobile scenarios. In this letter, a low complexity Minimum Mean Square Error Serial Interference Cancellation (MMSE-SIC) receiver is proposed, which replaces the computationally intensive matrix inversion calculations in the symbol decision process with two low complexity algorithms. Firstly, a low complexity LDLH decomposition algorithm is proposed based on the properties of the equivalent channel matrix. Secondly, a low complexity algorithm is put forward for the inversion of lower triangular matrices. Finally, the concept of adjustable parameter is introduced to achieve dynamic adjustment of complexity. Simulation results demonstrate that the proposed algorithm achieves significant performance gains compared to the linear equalization algorithm and similar BER performance as the traditional SIC algorithm with reduced complexity."
unified manifold optimization for double-irs-aided mimo communication,"Multiple collaborative intelligent reflecting surfaces (IRS) can address the blockage effect and improve channel capacity in multiple-input multiple-output (MIMO) communication systems. Most existing methods optimize the system via block coordinate descent (BCD) methods with relaxation of the objective function, which leads to performance gaps. To directly solve the channel capacity maximization problem in a double-IRS aided system, we propose a unified manifold optimization (UMO) framework to rephrase the problem as an unconstrained Riemannian problem. Specifically, a unified manifold space (UMS) is constructed to satisfy the constraints of the IRS and the precoding matrix, and a parallel conjugate gradient algorithm is derived to solve the problem over the UMS. Compared with existing approaches, the proposed method achieves higher channel capacity with less computational cost."
alternative zero codebooks for mocz with reduced papr,"Modulation over conjugate-reciprocal zeros (MOCZ) is a noncoherent modulation scheme proposed for short-packet communication. In this letter, we first derive a closed-form expression for the peak-to-average power ratio (PAPR) of binary Huffman MOCZ. We propose new rotated and skew Huffman zero codebooks by modifying the plain Huffman one. Then we combine the plain, rotated, and skew Huffman zero codebooks to obtain a mixed Huffman MOCZ scheme that yields large savings in PAPR. For an 8-bit mixed Huffman MOCZ with outer radius <inline-formula> <tex-math notation= LaTeX >$R=1.1791$ </tex-math></inline-formula>, a 38% reduction in PAPR is achieved by choosing an angle parameter <inline-formula> <tex-math notation= LaTeX >$\theta =60^{\circ } $ </tex-math></inline-formula> for the 4 bit skew Huffman component."
reducing complexity of sc-based flip decoding of polar codes by early-stopping,"Various flipping operations can significantly improve the error-correction performance of polar codes based on successive cancellation (SC) and SC list (SCL) decoding algorithms. In this letter, we propose an early-stopping strategy based on a novel relative partial path metric (RPPM) for SC/SCL flip algorithms to reduce the decoding latency and complexity in the low signal-to-noise ratio (SNR) region. By introducing a dynamic threshold, the proposed strategy can delete as many redundant decoding operations as possible while keeping the performance deterioration in a tolerant region. Simulation results show that compared to the original SC/SCL flip algorithms, the proposed early-stopping strategy can achieve significant reductions in average complexity across various code lengths and rates, especially in low SNR regions."
joint pulse index and spatial modulation,"According to the planned key performance indicator (KPI) standards, 6G technology should achieve higher throughput than 5G. More efficiency in transceiver schemes is required to meet this demand. In this study, we take advantage of spatial modulation (SM) and pulse index modulation (PIM) techniques to increase spectral efficiency. The proposed PIM-SM scheme utilizes well-localized and orthogonal Hermite-Gaussian pulses along with spatial indexing. Thanks to the orthogonality between pulses in the set, multiple pulses are transmitted together. The design, simulation, and analytical bit error rate performance derivations of PIM-SM are discussed in this letter to verify the viability and compatibility of pulse-based data transfer utilizing the spatial domain. The performance is compared with generalized code index modulation-spatial modulation (GCIM-SM), code index modulation-quadrature spatial modulation (CIM-QSM), and classical spatial modulation (SM) schemes."
cau-net: a convolutional attention u-network for radar signal deinterleaving,"The deinterleaving of radar signals is designed to segregate distinct pulses within a composite signal, facilitating the detailed analysis of individual components. This process is pivotal in situational awareness applications, including target signal interception and cognitive jamming antagonism. In the existing electromagnetic environment, the radar emitter pulse modulation parameters will be jitter modulated to improve its anti-identification ability, leading to the lack of integrity of the pulse features obtained from the measurements and the degradation of the deinterleaving performance of the existing methods. In this letter, a Convolutional Attention U-Network (CAU-Net) is proposed to deinterleave the original signal. Guided by the attentional mechanism, the feature of the original signal is extracted by the Attention Down-Sampling (ADS) block without necessitating pulse measurement. Then, it is used to classify the predicted pulses by the Feature Fusion Up-Sampling (FFUS) block, with the prior maximum number of radar emitters in each sample. The experimental results demonstrate the superior performance of the proposed CAU-Net in terms of deinterleaving and complexity, and its robustness is confirmed under various noise conditions."
emotion-aided semantic communication system for reliable semantic recovery under low snr,"The vision for sixth generation wireless communication entails an intelligent and personalized communication scheme that addresses individual needs. To accomplish this, semantic communication with the help of machine learning and natural language processing technologies can play a crucial role. However, existing semantic communication systems fail to model the interaction between semantics and emotion, which is vital for personalized communication. This letter proposes an emotion-aided semantic communication system that utilizes an external knowledge base for emotion extraction at the transmitter and adopts emotion recognition and selection at the receiver for semantic recovery. Simulation results demonstrate the effectiveness of incorporating emotional knowledge into semantic communication, especially in the low signal-to-noise ratio (SNR) region."
a cross-scale embedding based fusion transformer for automatic modulation recognition,"A novel Cross-Scale Embedding Based Fusion Transformer, called CE-FuFormer for automatic modulation recognition was proposed in this letter. In CE-FuFormer, a cross-scale embedding layer is introduced to convert the input signal into an embedding with multiple scale features. To reduce the computational complexity of the model, we allocate fewer channel dimensions for large convolution kernels. A fusion transformer encoder (FTE) module is proposed for simultaneous local and global information extraction of the input modulated signal features. In addition, we rationally allocate the channel dimensions of the CNN part in the FTE module to reduce the generation of parameters while maintaining network performance. The proposed CE-FuFormer outperforms other state-of-the-art (SOTA) models on the datasets RadioML2016.10a and RadioML2018.01a."
machine learning-based noma for multiuser miso broadcast channels,"This letter proposes machine learning-based non-orthogonal multiple access (NOMA) for a multiuser multiple-input single-output (MISO) broadcast channel (BC), where a transmitter selects and serves multiple users with a fixed rate using NOMA. Unlike a single-input single-output NOMA, where the optimal decoding order is determined by channel gains, the optimal decoding order for a MISO NOMA should be found with a brute force approach. In this case, the transmitter needs to check the validity of all decoding orders under a transmit power budget, so should calculate power allocations for all decoding order candidates, whose complexity is prohibitive as the number of users increases. Our proposed scheme uses a machine learning model to directly predict the optimal decoding order based on channel gains and cross-channel correlations. Once the decoding order is determined, we only need to calculate the power allocation for that decoding order, greatly reducing complexity. Our results show that our machine learning model performs well in finding the optimal decoding order and achieves performance comparable to the optimal scheme."
drl-driven optimization for energy efficiency and fairness in noma-uav networks,"The utilization of unmanned aerial vehicles (UAVs) in internet of things (IoT) communications has gained significant attention in recent years due to their ability to adapt to different positions and access areas with limited infrastructure. To support a large number of IoT devices, UAV networks have extensively integrated non-orthogonal multiple access (NOMA) technology. In this study, we propose an innovative Deep Reinforcement Learning (DRL) agent based on Proximal Policy Optimization (PPO) to improve the Energy Efficiency (EE) while considering far-near fairness (FNF) in NOMA-UAV networks. This agent is designed to simultaneously control dynamic factors such as UAV 3D trajectory, downlink transmit power, IoT nodes association, and power allocation (PA). We compare our solution with the Hybrid Decision Framework (HDF) approach through comprehensive simulations. The results clearly demonstrate the superiority of our proposed scheme over HDF in terms of effectiveness."
impact of phase noise in downlink star-ris-aided massive mimo systems,"In this work, we investigate the effect of phase noise in downlink simultaneously transmitting and reflecting reconfigurable intelligent surface (STAR-RIS)-aided massive multiple-input multiple-output (mMIMO) systems, where users are located on both sides of the STAR-RIS panel. We assume that users only know the knowledge of statistical channel state information (CSI), and account for correlated Rayleigh fading to meet realistic conditions. The use-and-then-forget (UatF) bound of the sum-rate has been derived by assuming maximum ratio transmission (MRT) precoding. Notably, a projected gradient ascent method (PGAM) algorithm has been used to optimize the amplitudes and phase shifts of the STAR-RIS panel simultaneously. Our simulations show that the sum-rate can be improved as the noise concentration parameter of the Von Mises (VM) distribution increases."
downlink carrier frequency offset estimation for otfs-based leo satellite communication system,"Low Earth orbit (LEO) satellite communication (SATCOM) is a pivotal component of sixth-generation (6G) wireless communication. The dependability of satellite-to-ground communication is severely hampered by large-scale Doppler frequency offsets. We propose a carrier frequency offset (CFO) estimator applied to orthogonal time frequency space (OTFS) modulation. By inserting the pilot and maximum length sequences (MLS) for each OTFS frame in the delay-Doppler domain, the estimator can search for the corresponding equal-amplitude sequences and MLS along different dimensions in the delay-time domain. The fractional CFO, obtained by weighting the signal phase determined by the received sample’s correlation function, is the best linear unbiased estimate. The proposed estimator well enhances the estimation range by employing a correlation technique with MLS to estimate the large-scale CFO. Finally, we conduct numerous simulations on the time-varying channel. The results demonstrate a minimum of 53% reduction in frequency estimation error and a minimum 32-fold increase in estimation range compared with existing algorithms."
a design of transfer learning receiver for mimo-ofdm systems,"In recent years, deep learning (DL) has seen extensive applications in multiple-input multiple-output orthogonal frequency division multiplexing (MIMO-OFDM) systems. In particular, DL has been integrated into receivers to enhance signal processing capabilities, exemplified by the DeepReceiver. However, such integrations typically train on static scenarios, resulting in suboptimal performance in dynamic real-world conditions and limiting broader applicability. To overcome these challenges, we introduce a DL-based receiver that employs transfer learning (TL) in MIMO-OFDM systems for rapid and accurate signal detection after sufficient training. Especially, we develop a novel binary classifier to accelerate training processes. Furthermore, we propose two TL strategies tailored for the DeepReceiver, designed to facilitate quick retraining under changing conditions. Simulation results confirm that our proposed receiver not only achieves superior bit error rate performance but also adapts more effectively to dynamic channels."
tdoa based direct positioning of co-channel signals using cyclic cross-spectral functions,"Passive positioning of co-channel transmitters is a major challenge in radio monitoring. Co-channel signals overlap in both the time and frequency domains but have different cyclic frequencies. A direct localization method of multiple co-channel signals is proposed in this letter based on the relative time delay information of collected signals and cyclic cross-spectral functions. It can estimate the number and cyclic frequencies of co-channel signals and separate co-channel signals through spectral slicing for direct positioning. A joint spectral function is constructed with a set of randomly generated position points, and the position estimate for each co-channel signal can be determined by searching for the maximum value of the function. Additionally, an iterative sampling method is proposed to improve the positioning accuracy with only a few additional iterations. The simulation results demonstrate the superiority of the proposed algorithm over other joint positioning algorithms in the presence of co-channel interference."
semantic communications for multi-view generation,"Semantic communication has shown great potential in efficiently accomplishing intelligent tasks. However, existing systems usually make a single-view decision in a deterministic manner while ignoring the intrinsic semantic noise caused by ambiguity. This may result in the misunderstanding during the exchange of semantic information. In this letter, we propose a novel probabilistic uncertainty coding (PUC) architecture to achieve versatile multi-view semantic communications with multiple outputs. Specifically, each feature region is characterized as a Gaussian distribution whose variance represents semantic uncertainty. Then, we leverage the Gaussian information bottleneck theory to jointly optimize the rate-distortion tradeoff between the semantic informativeness and inference performance. Moreover, we provide a semantic similarity metric to evaluate the accuracy of multi-view semantic communication. Considering the cross-modal task of semantic knowledge transfer, simulation results show that PUC outperforms conventional deterministic method and traditional separate transmissions. Due to its semantic-aware capability, the proposed PUC can make diverse yet plausible predictions in a highly reliable and low-latency manner."
design and performance of enhanced spread spectrum aloha for unsourced multiple access,"We analyze the performance of enhanced spread spectrum Aloha (E-SSA) in the framework of unsourced multiple access (UMAC). The asynchronous, unframed transmission of E-SSA is modified to enable a direct comparison with framed UMAC schemes and with Polyanskiy's achievability bound. The design of E-SSA is tailored to the UMAC setting, resorting to short polar codes and the use of a timing channel to improve the energy efficiency of the protocol. We assess the impact of the preamble length and of the spreading factor on the system efficiency. The resulting scheme exhibits simplicity at the transmitter and linear complexity with respect to the number of active users at the receiver, approaching the UMAC achievability bound in close competition with the best known UMAC schemes."
a novel nlos identification and error mitigation method for uwb ranging and positioning,"In this letter, we propose a novel Non-Line-of-Sight (NLOS) identification and error-mitigation method for dynamic object positioning and ultra-wideband (UWB) ranging. By utilizing inverse estimation on known Anchor Points (APs) and improved robust unscented Kalman filter (IRUKF), while fusing Gyroscope and Accelerometer data, the proposed technology identifies and compensates for NLOS occlusions between tag and APs, reducing positioning errors. The approach has been verified through simulation and experiment, with identification precision of 97.02%. After mitigating errors, substantial error reductions of 91.80% and 98.90% were observed in LOS and NLOS situations, respectively. Moreover, the developed IRUKF effectively minimizes mislocalization by 50.48% in harsh scenarios."
drl-based ap selection in downlink cell-free massive mimo network with pilot contamination,"Cell-free massive multiple-input multiple-output (MIMO) network includes numerous geographically distributed access points (APs) serving users through coherent transmission and reception. To achieve scalability, each user should be assigned a personalized cluster of APs. In this letter, we propose a deep reinforcement learning (DRL)-based approach to determine the cluster of APs for each user while satisfying constraints on minimum rates for all users, considering practical concerns such as pilot contamination and statistical channel state information (CSI). Simulation results demonstrate that the proposed DRL-based AP selection scheme outperforms other conventional schemes."
channel estimation and pilot overhead reduction in ofdm systems using compressed sensing dynamic mode decomposition,"This work investigates the potential of employing the approach Compressed Sensing Dynamic Mode Decomposition (CS-DMD) in the context of time-varying wireless channels. To the best of the authors’ knowledge, this marks the first instance of utilizing CS-DMD for pilot-based channel estimation in Orthogonal Frequency Division Multiplexing (OFDM) systems. The effectiveness of this method is compared with two advanced deep learning-based channel estimation techniques: Interpolation-ResNet and Learned Approximate Message Passing (LAMP). Furthermore, we leverage the advantageous characteristics of DMD in analyzing complex nonlinear dynamic systems to predict the future state of the channel, thereby reducing the required pilot signals. Simulation results show that utilizing CS-DMD can achieve superior channel estimation performance with less pilot overhead."
symbol-level precoding for mimo isac transmission based on interference exploitation,"Integrated sensing and communication (ISAC) is a key feature in 6G wireless communication systems, providing ubiquitous sensing and communication (S&C) services. In this letter, we focus on improving the performance of the ISAC system by utilizing constructive interference (CI) to optimize the sensing performance, which is characterized by the Cramér-Rao bound (CRB) of target response matrix (TRM) estimation. To achieve higher estimation accuracy while maintaining communication quality, we propose two methods: a heuristic semidefinite relaxation (SDR)-based alternative minimization approach and a successive convex approximation (SCA) method. These methods address the optimization problem by dealing with the non-convexity present in the objective function. The numerical results demonstrate the effectiveness of the proposed algorithms in enhancing the ISAC performance compared to the baseline block-level based precoding designs."
